author,date,address,bank,rating,review_title_by_user,review,bank_image,rating_title_by_user,useful_count
IGNATI,"Dec 09, 2019",Pune,review,5,"""Good Saving Account """,I am holding a saving and salary account  with  UNION BANK OF INDIA  for more than 5 years. There is no hidden charges in this bank. It is a  minimum balance account to maintain of 1000 rupees. I am not using mobile app yet. I use to get an alert messages from bank whenever I do a transaction. There is no ATM charges.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,0
BABU,"Dec 09, 2019",Kolkata,HDFC Bank,4.5,"""Excellent Service""",I am using HDFC Saving account for the past 8 months .I am using net banking service as well as mobile banking service both are used for money transfer and checking for the account balance details .Customer service is also good and there was no difficulties faced so far .I am completely satisfied with the banking service so far.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Excellent!,0
RAM,"Dec 09, 2019",Tirupur,SBI,5,"""Good service""","I have a saving account with SBI for more than 10 years. The minimum balance required to maintain is Rs.1000. I am using debit card and ATMs are very sufficient, mostly fund will be available. If I go to bank,  response is very good from bank executive.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
R,"Dec 09, 2019",Tirupur,Axis Bank,5,"""Good service""","I have a salary account with AXIS bank from past 6 years. Mobile application  is very user friendly  and I use this app mostly for fund transaction, tv and mobile recharge. Customer support response is very good. There is no hidden charges applied till now.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
J,"Dec 09, 2019",Chennai,SBI,5,"""Good bank""","I am doing all my transactions through SBI Bank. Its been 13 years, salary cum savings account. There is no requirement for minimum balance, but am keeping some balance on a monthly basis. The branch is near by to my residence. Customer service was good.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
SAYED,"Dec 08, 2019",Mumbai,Kotak,5,"""Good bank""",I am using my personal saving account with KOTAK bank since 6 months. Actually I am not using much. I prefer to use for online transaction and shopping purpose. It is a zero balance account. No charges are avail in this account. I use to get alert messages on time from bank for each transaction.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,5
ANONYMS,"Dec 08, 2019",Chennai,HDFC Bank,5,"""Good Account""",I am having my salary account with HDFC bank and I use this account for almost 10 years. Its a zero balance account. I use their Internet banking facility  and mobile app. Regularly i visit their branch and the response was prompt. There is a additional charges for other bank fund transfer.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
GUJAR,"Dec 07, 2019",Navi mumbai,Axis Bank,5,"""Good bank""",I have been using the Axis bank salary account for last 5 years.  I use their net banking facility very frequently. I had visited their branch and the response was good. I have not faced any issue from this account so far. They provided me some offers in upgrading the debit card like customized cards. I can control all my transaction through app.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
UJJAWAL  K,"Dec 07, 2019",Pune,SBI,3,"""Need to improve in service""","I am using savings account in SBI since 2013. Customer service and responsiveness are not too good, need to improve in service and  If i withdrawn cash from ATM i am getting alert messages. This is a domestic card, and i am using visa card.  This is a not a free card annual charges Rs. 150 and they charging SMS  quarterly RS. 20, need to change that.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Satisfactory,0
SHARATH,"Dec 07, 2019",Bangalore,HDFC Bank,5,"""Excellent Service""","I have HDFC Bank Salary account which i am using for the past 1 year .I am using net banking service as well as mobile banking service both are very much user friendly .I am using this service for money transfer ,shopping and recharge .I have not yet contacted customer service since everything was good.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
YOGENDRA,"Dec 07, 2019",Pune,Kotak,5,"""Good customer care support""","I took my savings account  from Kotak Mahindra bank on one year back. No minimum balance is required, i have chosen this bank. I do use  online banking facility and its good. I never gone to their branch till now. Through online, i have opened this account after a week, they have sent me a cheque book and debit card.",https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,1
ANONYMS,"Dec 07, 2019",Chennai,HDFC Bank,3,"""Best bank""","Since i have been working under HDFC bank, the salary account was provided from the same place. Its a zero balance account. I like the net banking and mobile facility. The branch services is fine. They are providing some offers for debit card.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Satisfactory,1
M Chaudhary,"Dec 07, 2019",Moradabad,Axis Bank,2,"""Average Service""","I have Axis Bank Saving account which i am using for the past 4 to 5 years .I am using net banking service as well as mobile banking service both are very  much comfortable to use.I am using this service for money transfer ,recharge and for online shopping.Customer service is also good and according to me the service is average.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Expected more,2
CHAUDHARY,"Dec 07, 2019",Moradabad,Axis Bank,2,"""Average Service""","I have Axis Bank Salary account which I am using for the past 4 years . I am using net banking service as well as mobile banking service both are very user friendly and much comfortable to use. I am using this service for money transfer, recharge and for online shopping.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Expected more,2
KUMAR,"Dec 07, 2019",Chennai,Kotak,5,"""Good Account""","I'm having my savings account with Kotak mahindra bank. Since its a zero balance account so that I had selected this bank. On yearly once, they are charging Rs. 200 for the debit card.  Once i had faced a issue like they have blocked my account due to signature mismatch. Once i visited their branch, they said it will take one  week to resolve my issue.",https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,1
BANU,"Dec 07, 2019",Bangalore,review,5,"""Good Bank Account""",I have been holding savings account with Vijaya bank for more than 2 years. Actually it was my salary account from my previous company. No need to maintain a minimum balance account. ATMs and the branches are available in all the places. The user interface is smooth to use.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,0
PARVEEN,"Dec 07, 2019",Bangalore,Axis Bank,5,"""Good Account""","My savings account with AXIS bank opened in the month of July 2018. Its a zero balance account to use. They are not providing any offers for debit cards. The branch which i have opened the account, i didn't visited but i have gone to the nearby branch and the response was good. They are not deducting any kind of hidden charges like ATM withdraws, SMS notification charges.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
RIZWANA,"Dec 07, 2019",Bangalore,Kotak,5,"""Excellent Account""","I have been holding the salary account with Kotak Mahindra bank. Just 8 months before, i had opened this account. Its a hassle free account to use. Its good to use their Internet banking and mobile app facility. I have visited their branch and the response was good. Totally, I'm happy about the services.",https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,1
M,"Dec 07, 2019",Chennai,SBI,5,"""Best savings account""","I am using savings account in SBI almost 3 years.
The customer service and responsiveness are good. If I withdrawn cash from ATM I am getting alert messages. This is a domestic card, and i am using visa card.  This is a free card, no charges and there is a minimum balance i have to maintain Rs.3000.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
RAFI,"Dec 06, 2019",Hyderabad,review,5,"""Good Bank""",I have not made any transaction so far and I'm not operating the syndicate bank account for a long time. Opened my savings account from this bank on 3 years back. The branch is located in my hometown that is the reason i have opted the account with this bank. I was using an online banking facility of this bank.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,2
RAFI,"Dec 06, 2019",Hyderabad,review,5,"""Good Account""",Opened my salary account from Standard Chartered bank. From 2017  I'm operating this bank account. Its a zero balance account. I have not had any problem. The bank transactions are very smooth. The branch experience was quite good and the staffs are helpful.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1
